Depth,GR,Log_ILD,RHOB,NPHI,PHI
7401.0,95.6288,0.9371,2.1866,0.6305,0.2756
6405.5,109.527,1.5383,2.0843,0.4619,0.3438
9537.5,87.5791,0.7484,2.3048,0.6002,0.1968
6358.0,77.339,1.183,2.11,0.468,0.3267
5879.0,104.274,1.782,2.0576,0.5811,0.3616
6450.5,105.871,1.3703,2.1195,0.5474,0.3203
8726.5,41.9903,1950.0,2.0113,0.2843,0.2144
9346.0,68.3227,6.9405,2.0599,0.4545,0.1725
11412.0,149.384,2.39,2.44,0.325,0.1067
9392.5,129.462,1.563,2.302,0.455,0.1987
7023.0,81.1872,0.9502,2.08,0.4839,0.3467
8018.0,94.3429,1.1237,2.2712,0.5562,0.2192
5828.5,119.346,1.2308,1.4954,0.7683,0.7364
7227.5,70.3995,2.0518,2.3273,0.3232,-0.058
9664.5,40.8484,5.9292,2.1369,0.246,0.1061
7875.5,92.4125,1.2083,2.258,0.5004,0.228
6267.0,101.238,1.1917,2.0264,0.4707,0.3824
7777.0,48.3058,0.9332,2.2382,0.5313,0.0188
8490.0,74.8905,1.7092,2.1598,0.3535,0.0864
6022.0,110.68,1.404,1.9297,0.4658,0.4469
8443.0,81.7712,0.7788,2.2148,0.553,0.2568
8420.5,92.181,0.9086,2.238,0.6438,0.2413
11183.5,152.462,1.31,2.44,0.355,0.1067
8272.5,91.2156,1.4892,2.2657,0.5009,0.2229
9525.0,92.4473,0.7472,2.3052,0.558,0.1965
6486.5,108.798,1.3008,2.0629,0.5614,0.3581
6643.5,81.2222,1.1791,2.1256,0.4589,0.3163
9589.5,101.615,0.8333,2.3115,0.4687,0.1923
6883.5,43.308,1.1294,2.0655,0.4747,0.1677
9675.0,111.401,1.1973,2.3668,0.4168,0.1555
6815.0,80.6869,1.3602,2.1502,0.5146,0.2999
9390.5,100.979,1.1599,2.3116,0.4674,0.1923
8122.5,78.0133,1.3266,2.161,0.5087,0.2927
7834.5,69.9508,1.2046,2.1263,0.6868,0.1153
9536.5,97.0944,0.7263,2.2918,0.5445,0.2055
9459.0,87.2921,0.8413,2.3245,0.46,0.1837
6391.0,119.221,1.4337,2.0386,0.7189,0.3743
9511.0,97.2236,0.7922,2.2973,0.451,0.2018
7205.0,88.3982,0.9974,2.1735,0.5715,0.2843
7828.0,66.9682,0.9332,2.2382,0.4691,0.0188
8737.0,84.9136,0.8367,2.234,0.585,0.244
6484.5,107.424,1.2771,2.0583,0.6212,0.3611
6657.0,74.6312,2.6876,2.1109,0.4703,0.1285
9372.0,130.52,1.353,2.278,0.442,0.2147
8058.0,96.9234,1.1545,2.2307,0.3903,0.2462
9080.5,88.8764,0.9025,2.2858,0.6386,0.2095
8877.0,106.049,2.03,2.305,0.357,0.1967
8124.0,58.739,1.6898,2.2204,0.4657,0.0341
8417.0,91.3673,0.9422,2.2405,0.4771,0.2397
7775.0,36.4499,0.9332,2.2382,0.5621,0.0188
6556.5,81.9964,0.9808,1.8536,0.8259,0.4976
7882.0,85.9412,0.9308,2.2154,0.5467,0.2564
9059.5,94.9292,0.9002,2.3113,0.7257,0.1925
9573.0,90.7611,1.0726,2.3012,0.4607,0.1992
7003.5,80.7407,0.9018,2.0391,0.5569,0.3739
6392.0,114.853,1.5161,2.0371,0.5336,0.3753
11605.5,142.817,1.345,2.451,0.405,0.0993
7698.5,79.1971,0.9079,2.1581,0.7662,0.2946
9539.0,91.8648,0.715,2.3214,0.6668,0.1857
6430.0,102.809,1.1954,2.0959,0.4684,0.3361
8405.0,94.0825,1.0912,2.2574,0.5419,0.2284
7713.5,39.0321,0.9332,2.2382,0.5983,0.0188
7578.5,72.5304,1.5675,2.2857,0.4133,-0.0222
9323.0,88.0488,3.9674,2.0908,0.3856,0.3395
8385.5,68.9778,6.0789,2.1993,0.4318,0.0523
6868.5,59.752,0.92,2.094,0.316,0.1431
8034.0,104.266,1.1897,2.2306,0.4197,0.2463
7353.0,94.5813,1.0911,2.2143,0.5769,0.2571
7909.0,93.3192,0.8565,2.2173,0.4786,0.2551
8730.5,90.385,0.7263,2.2545,0.6424,0.2303
9376.5,47.1304,27.9823,2.1525,0.298,0.0927
8665.5,81.8082,0.8618,2.2333,0.6161,0.2445
9245.5,100.41,1.3314,2.3685,0.3765,0.1543
6238.0,104.034,0.9119,2.0615,0.6024,0.359
6855.0,96.269,1.367,2.145,0.411,0.3033
7996.5,101.368,0.9897,2.2408,0.6216,0.2395
9451.0,102.069,0.6153,2.3013,0.4439,0.1991
11556.0,146.564,2.213,2.477,0.349,0.082
8964.5,92.2432,0.8814,2.2692,0.4868,0.2205
8834.0,94.7996,1.0187,2.2686,0.5453,0.2209
11585.5,154.728,1.654,2.454,0.414,0.0973
9372.5,77.1705,1.8785,2.2464,0.4615,0.2357
9454.5,97.2837,0.728,2.2982,0.4862,0.2012
5748.0,53.6817,0.9398,2.1121,0.5849,0.1275
8684.0,79.4592,0.76,2.2307,0.4726,0.2462
7101.0,80.7089,0.9573,2.1051,0.568,0.3299
6352.0,108.527,1.547,2.1113,0.4423,0.3258
11622.0,142.715,1.512,2.471,0.43,0.086
8344.5,83.5221,0.9974,2.2412,0.5728,0.2392
8227.5,91.2102,1.3016,2.2163,0.4004,0.2558
11419.0,144.893,3.223,2.428,0.297,0.1147
8848.0,95.4166,0.9785,2.2854,0.5594,0.2097
7143.5,77.887,2.156,2.199,0.387,0.2673
8822.5,100.298,1.0736,2.2898,0.5771,0.2068
8281.5,102.385,1.2457,2.2351,0.5155,0.2433
8242.5,98.576,1.1833,2.1589,0.5972,0.2941
8660.5,76.2577,0.8431,2.247,0.5563,0.2353
10974.5,150.709,1.529,2.346,0.393,0.1693
7197.0,82.3758,0.9027,2.1314,0.7932,0.3124
7256.5,73.1803,0.9633,2.1246,0.519,0.1167
7573.5,93.9095,0.9452,2.214,0.5011,0.2573
7929.5,97.5278,1.139,2.2564,0.529,0.2291
10818.5,66.7163,8.0354,2.0964,0.2638,0.141
9485.5,97.7347,0.9554,2.3558,0.3591,0.1628
9487.0,97.3169,1.0226,2.3409,0.4113,0.1727
8407.5,42.3267,5.5466,2.2054,0.4913,0.0471
6739.5,62.8481,1.5007,2.2126,0.4557,0.0409
9243.0,93.6338,1.3816,2.3444,0.4664,0.1704
8240.0,94.9231,1.3072,2.2261,0.4129,0.2493
7776.5,46.1351,0.9332,2.2382,0.5669,0.0188
6682.5,84.0013,1.1171,2.1851,0.5209,0.2766
9443.0,99.1058,0.7235,2.3443,0.4888,0.1705
6908.0,76.225,1.054,2.079,0.315,0.3473
9556.0,76.7639,2.0025,2.2282,0.4182,0.2479
5758.0,72.9894,1.4675,1.9621,0.466,0.2568
6857.0,84.518,1.189,2.118,0.369,0.3213
7436.5,95.1016,1.1334,2.2046,0.5507,0.2636
7339.0,88.4074,0.8708,2.2207,0.4443,0.2529
6434.5,113.101,1.0247,2.1226,0.4785,0.3183
5835.5,109.646,1.505,1.995,0.4862,0.4033
7052.5,91.79,1.259,2.095,0.492,0.3367
9206.5,92.5119,1.4816,2.3681,0.4363,0.1546
7842.5,87.6133,1.1426,2.2377,0.5391,0.2415
6119.5,99.7587,1.2463,2.0183,0.5271,0.3878
6287.5,110.102,1.1317,2.0542,0.5431,0.3639
7052.5,79.7395,0.9005,2.0486,0.6201,0.3676
7589.0,90.748,1.0568,2.1952,0.8386,0.2699
7003.0,79.8691,0.8946,2.0437,0.6545,0.3709
7637.5,80.4615,0.9635,2.1766,0.5555,0.2823
8002.5,100.23,0.8908,2.2611,0.4504,0.2259
8636.0,89.2133,0.7881,2.2182,0.4709,0.2545
9144.0,86.8177,1.3667,2.4028,0.3848,0.1315
9456.0,99.0087,0.6546,2.2908,0.4467,0.2061
9556.5,82.8571,1.4948,2.2943,0.4393,0.2038
7927.0,95.3405,1.0378,2.2629,0.5503,0.2247
9026.5,92.1594,0.7362,2.2755,0.505,0.2163
6806.5,72.9043,1.3577,2.1464,0.4219,0.0979
6380.5,87.567,2.435,2.216,0.351,0.256
9212.0,89.7302,1.3095,2.321,0.7149,0.186
6208.0,111.577,1.2378,2.0056,0.4654,0.3963
11578.0,162.974,1.783,2.473,0.368,0.0847
7516.0,83.6377,0.96,2.1609,0.5405,0.2927
9541.5,88.844,0.7501,2.3387,0.5802,0.1742
7415.5,84.3039,0.923,2.1797,0.8226,0.2802
8565.0,97.9209,0.8025,2.2467,0.3682,0.2355
8395.0,54.454,17.0966,2.2019,0.4986,0.0501
8171.0,92.3161,1.0851,2.2312,0.555,0.2459
7212.0,82.7079,1.2606,2.2191,0.5867,0.2539
9092.0,92.6719,0.8033,2.3028,0.4188,0.1981
8456.0,56.1011,1.5386,2.2189,0.4417,0.0354
7782.5,98.7952,1.0137,2.2555,0.471,0.2297
6576.5,74.3295,0.8222,1.859,0.5715,0.3457
6202.0,104.678,1.3017,2.0043,0.4972,0.3971
7867.0,98.9744,1.2971,2.2645,0.6402,0.2237
7233.5,97.0743,0.9279,2.1565,0.4369,0.2957
11392.5,156.005,2.221,2.46,0.348,0.0933
8414.5,100.113,0.8862,2.2462,0.5258,0.2359
9684.5,110.16,1.025,2.3336,0.6196,0.1776
8665.0,85.9417,0.8517,2.2329,0.6779,0.2447
7525.0,92.5393,0.8414,2.1812,0.5429,0.2792
6819.0,86.4306,1.2906,2.1272,0.6988,0.3152
6051.0,101.727,1.2967,1.966,0.5096,0.4227
7491.5,74.3546,0.9547,2.1653,0.6384,0.0816
8145.5,36.9423,1.7292,2.2915,0.3531,-0.0272
8641.0,80.0584,0.7369,2.21,0.5838,0.26
7843.5,89.2124,1.1855,2.2608,0.504,0.2261
6033.5,103.666,1.4023,1.9648,0.4331,0.4235
8576.0,92.4712,0.7625,2.2569,0.4983,0.2287
5764.0,75.8856,1.2844,1.8395,0.4593,0.507
11278.0,166.739,2.105,2.463,0.338,0.0913
11382.5,155.428,2.479,2.477,0.329,0.082
8701.0,81.5458,0.8494,2.2423,0.5004,0.2385
8049.5,102.696,1.1359,2.2503,0.4294,0.2331
7612.5,83.3958,0.9406,2.1755,0.5217,0.283
6994.5,79.3523,0.9162,2.0493,0.5811,0.3671
7285.5,83.3927,0.8266,2.1124,0.5872,0.3251
6584.5,82.5557,0.9028,2.0914,0.8981,0.3391
7956.5,102.866,1.15,2.2699,0.4433,0.2201
6512.5,43.3467,1.4003,2.064,0.5166,0.169
7061.0,74.888,0.9585,2.0878,0.4859,0.1484
6035.5,105.384,1.3987,2.0072,0.6772,0.3952
8116.0,82.3253,1.1877,2.1415,0.4563,0.3057
6207.0,110.014,1.2674,2.0156,0.5005,0.3896
8460.5,98.929,0.8316,2.2304,0.4443,0.2464
6072.5,117.992,1.6585,2.0759,0.5414,0.3494
5989.0,107.653,1.4722,2.0445,0.4945,0.3703
6188.0,105.99,1.3074,2.0189,0.4846,0.3874
9439.0,102.671,0.828,2.3131,0.5416,0.1913
9089.5,99.3828,0.8843,2.3433,0.5517,0.1711
5998.0,112.0,1.5778,2.0399,0.412,0.3734
7816.5,83.4394,1.3989,2.2174,0.4978,0.2551
6602.0,89.8094,1.2048,2.1071,0.5896,0.3286
8730.0,39.6659,1950.0,1.99,0.3024,0.2328
8723.5,45.8789,1950.0,2.0213,0.2797,0.2058
5841.5,110.607,1.3246,2.1288,0.4713,0.3141
8315.0,81.6609,0.8927,2.2124,0.7182,0.2584
6838.0,58.6089,1.1799,2.0341,0.5499,0.1947
6492.0,39.068,1.2448,2.0518,0.5166,0.1795
8708.5,69.3472,4.6654,2.09,0.3026,0.1466
5822.0,113.468,1.2679,1.5668,0.5832,0.6888
7405.5,92.4102,0.9672,2.1697,0.5349,0.2869
10751.5,55.2718,11.3234,2.2112,0.1708,0.0421
9008.5,86.7392,0.7977,2.2527,0.7277,0.2315
6475.0,108.158,0.7922,2.0462,0.5128,0.3692
8578.0,86.2862,0.7365,2.2176,0.779,0.2549
6254.5,103.469,1.1513,1.9996,0.7486,0.4003
11565.0,155.25,1.53,2.474,0.42,0.084
8255.0,90.0339,1.1894,2.2782,0.5303,0.2145
8899.5,85.9693,0.9048,2.3311,0.4304,0.1793
9708.5,110.686,1.2142,2.3579,0.4195,0.1614
8314.0,84.379,0.9338,2.2201,0.5137,0.2533
8975.5,96.8574,0.8559,2.3143,0.5189,0.1905
9642.5,100.332,1.0013,2.3433,0.4859,0.1711
5980.5,67.2402,1.2007,2.0608,0.4244,0.1717
7147.5,86.9639,0.8936,2.1251,0.5666,0.3166
9319.5,122.604,1.204,2.287,0.482,0.2087
5856.5,61.2179,1.4694,2.0261,0.3687,0.2016
7740.5,39.0321,0.9332,2.2382,0.5983,0.0188
8577.0,86.9006,0.7527,2.2406,0.5088,0.2396
8936.0,95.6365,1.2493,2.34,0.4586,0.1733
7860.5,92.7002,1.1724,2.2598,0.7635,0.2268
6382.0,76.281,2.318,2.204,0.48,0.264
9013.5,96.9613,0.7389,2.2801,0.6281,0.2133
8014.5,95.7228,1.118,2.2727,0.4593,0.2182
5880.5,108.086,2.0206,2.103,0.4692,0.3313
6792.5,81.3263,1.3465,2.1064,0.5148,0.3291
9129.0,88.7205,1.2842,2.3505,0.44,0.1663
9281.5,90.4033,1.2521,2.2988,0.5213,0.2008
9642.0,102.16,0.9165,2.3396,0.5162,0.1736
11149.5,150.572,0.944,2.377,0.46,0.1487
8760.0,85.2123,0.7955,2.2695,0.4718,0.2203
6240.5,107.742,1.2271,2.0418,0.4518,0.3721
9309.0,82.7185,2.616,2.2147,0.481,0.2569
6618.5,79.6207,1.1566,2.0792,0.4909,0.3472
8735.5,45.8603,1950.0,2.0293,0.2644,0.1989
7887.5,91.984,0.929,2.2331,0.4388,0.2446
8450.0,73.7583,1.3861,2.2172,0.4787,0.0369
7243.0,84.7339,0.9762,2.1319,0.4911,0.3121
7300.5,85.4901,0.9504,2.1599,0.532,0.2934
11560.0,149.973,1.864,2.478,0.342,0.0813
5766.0,72.8628,1.3003,1.8213,0.7663,0.3782
6502.0,43.8758,1.1317,2.1097,0.5166,0.1296
8526.5,80.457,0.7902,2.1833,0.6021,0.2778
6773.5,83.7343,1.4231,2.208,0.4842,0.2613
7191.5,85.6439,0.9604,2.1146,0.6292,0.3236
7690.0,93.1632,0.8759,2.188,0.4722,0.2747
6506.5,44.0998,1.3823,2.0697,0.5166,0.1641
9647.0,108.687,1.0383,2.3644,0.4392,0.1571
7565.0,96.2132,1.1329,2.215,0.6413,0.2567
6265.5,99.3442,1.2116,2.0015,0.5159,0.399
7919.0,96.6571,1.1803,2.2442,0.7409,0.2372
11432.5,145.116,2.691,2.411,0.27,0.126
8024.5,90.7736,1.1756,2.2503,0.5097,0.2331
6867.0,85.865,1.457,2.14,0.574,0.3067
9031.0,85.8163,0.8339,2.2501,0.6995,0.2333
5899.0,98.3288,1.6797,2.0703,0.4159,0.3531
6107.5,104.248,1.3934,2.0434,0.4389,0.3711
6959.5,41.6405,1.4966,2.1776,0.5422,0.071
9169.5,125.526,1.51,2.332,0.388,0.1787
6677.0,60.8311,2.6572,2.0807,0.4174,0.1546
7798.0,34.0582,1.1886,2.0668,0.4919,0.1666
7737.5,39.0321,0.9332,2.2382,0.5983,0.0188
6113.5,99.1797,1.2293,1.9778,0.9056,0.4148
7620.0,86.0443,0.9683,2.1843,0.4165,0.2771
6538.5,34.4724,1.4375,2.1068,0.5166,0.1321
8216.0,71.1573,4.3991,2.1302,0.2739,0.1119
8235.5,94.1729,1.267,2.3003,0.5008,0.1998
9322.5,87.6919,3.6137,2.1107,0.4081,0.3262
7321.5,88.7346,0.984,2.2077,0.5892,0.2615
6871.5,85.2635,1.613,2.2311,0.4067,0.2459
9129.5,89.857,1.2672,2.3528,0.489,0.1648
7700.5,39.0321,0.9332,2.2382,0.5983,0.0188
7034.0,74.7583,0.8974,2.1096,0.5776,0.1297
9535.0,94.0237,0.755,2.2913,0.4875,0.2058
8979.5,84.9589,0.8846,2.2703,0.5644,0.2198
6121.5,106.466,1.313,2.0185,0.5133,0.3877
7511.5,83.6653,0.9604,2.1688,0.4682,0.2875
9686.5,103.274,0.9727,2.3424,0.5394,0.1717
7769.0,88.8472,0.8821,2.1983,0.476,0.2678
11212.0,155.098,1.436,2.417,0.421,0.122
6609.0,79.9533,1.1197,2.1012,0.7072,0.3325
5983.0,79.8015,1.0379,2.0245,0.4559,0.3837
6861.0,96.691,1.397,2.146,0.405,0.3027
9084.0,97.5186,0.8972,2.2952,0.5096,0.2032
9670.0,105.203,1.1798,2.3568,0.4398,0.1621
5785.5,97.9455,1.6121,1.9441,0.6521,0.4373
8121.5,51.5483,1.6008,2.1509,0.4943,0.0941
9466.0,85.8914,1.0921,2.3485,0.4181,0.1677
6865.5,87.3698,1.8333,2.2678,0.4762,0.2215
11557.5,154.067,2.067,2.474,0.371,0.084
6358.5,118.603,1.3609,2.0837,0.4647,0.3442
7950.0,98.0104,1.0606,2.2701,0.4987,0.2199
6871.5,93.839,1.423,2.157,0.449,0.2953
8721.5,88.1172,0.8119,2.2466,0.7504,0.2356
7880.5,91.6264,1.0049,2.2212,0.5517,0.2525
7772.5,44.7998,0.9332,2.2382,0.5928,0.0188
7505.5,87.8709,0.955,2.1656,0.5803,0.2896
7702.0,39.0321,0.9332,2.2382,0.5983,0.0188
11212.5,159.24,1.471,2.418,0.404,0.1213
10754.0,47.585,18.899,2.0727,0.2367,0.1615
6807.5,74.5484,1.3938,2.1459,0.4226,0.0984
6036.5,107.696,1.4154,2.0376,0.4559,0.3749
8808.0,109.032,1.0361,2.2495,0.5541,0.2337
7923.0,104.415,1.2247,2.2729,0.4328,0.2181
8313.5,82.5814,0.9228,2.2248,0.5842,0.2501
7576.5,89.515,1.443,2.125,0.422,0.3167
8263.5,94.9582,1.0591,2.219,0.5851,0.254
11364.0,154.873,2.0,2.44,0.322,0.1067
8322.0,92.2009,0.9212,2.2151,0.5618,0.2566
6883.5,95.084,1.382,2.152,0.416,0.2987
9321.5,85.6725,2.5822,2.1478,0.3719,0.3015
6052.5,110.565,1.4099,1.9762,0.5167,0.4159
8723.0,91.2647,0.8029,2.263,0.4984,0.2247
11286.0,154.582,2.216,2.455,0.319,0.0967
6026.0,94.4357,1.3137,1.9079,0.6714,0.4614
7395.5,93.4361,0.8493,2.1587,0.4422,0.2942
9312.5,133.212,1.614,2.307,0.397,0.1953
5901.5,77.4797,1.2511,2.0522,0.4846,0.3652
8890.0,114.8,0.9352,2.3102,0.6568,0.1932
6722.0,82.1762,1.2467,2.1859,0.7368,0.2761
8702.5,87.2397,0.8587,2.2517,0.428,0.2322
7461.0,79.0309,0.9825,2.1631,0.4199,0.2913
7431.0,72.8623,0.8171,2.1025,0.4397,0.1358
6418.5,112.876,1.5249,2.0842,0.5265,0.3439
6353.0,108.714,1.3196,2.0978,0.5334,0.3348
8597.5,87.0185,0.7945,2.1879,0.8399,0.2747
9158.0,87.1658,1.387,2.3797,0.4345,0.1469
7749.5,93.6573,0.8777,2.1866,0.4342,0.2756
6470.5,110.886,0.7143,2.0285,0.5186,0.381
8731.5,44.4151,1950.0,1.9913,0.253,0.2316
7556.5,91.196,1.1497,2.2169,0.5549,0.2554
8268.5,96.1236,1.1727,2.2242,0.5191,0.2505
6670.0,81.0761,1.2508,2.1455,0.5766,0.303
9016.0,89.4846,0.7817,2.273,0.6194,0.218
6442.5,109.453,1.3126,2.1111,0.4764,0.3259
7152.5,87.1915,0.892,2.139,0.5163,0.3073
9383.0,89.9749,0.9577,2.2719,0.5655,0.2187
6708.5,85.2223,1.3046,2.1994,0.5749,0.2671
8854.0,99.2416,0.8946,2.2827,0.4921,0.2115
7859.0,93.3061,1.1635,2.2464,0.5968,0.2357
8229.5,92.5243,1.2902,2.2555,0.7393,0.2297
7255.0,80.3037,0.9563,2.1413,0.8099,0.3058
8988.0,88.0884,0.8875,2.2706,0.496,0.2196
5790.5,98.5476,1.5142,1.7239,0.4509,0.5841
6753.5,91.5127,0.9777,2.1223,0.6992,0.3185
7880.0,93.5959,1.047,2.2424,0.496,0.2384
8372.0,74.4152,1.9313,2.1955,0.4076,0.0556
11164.0,147.509,1.64,2.448,0.396,0.1013
9353.5,39.4049,80.1297,1.959,0.3845,0.2595
9142.0,102.237,1.1896,2.3475,0.4028,0.1683
9660.0,48.5549,37.2492,2.1268,0.2194,0.1148
7186.5,79.31,0.9727,2.1456,0.5214,0.3029
6141.5,99.2193,0.9898,2.0253,0.4864,0.3831
7780.0,43.4178,0.9332,2.2382,0.4707,0.0188
7463.0,80.3286,0.9763,2.1581,0.4878,0.2946
11147.5,151.036,0.932,2.371,0.447,0.1527
9449.0,83.6576,0.9283,2.4645,0.4814,0.0903
8838.0,93.2832,1.0086,2.2856,0.4647,0.2096
6053.0,111.638,1.4427,1.9743,0.5179,0.4171
6333.0,103.395,0.8678,2.0952,0.4714,0.3365
9354.0,135.896,1.557,2.292,0.44,0.2053
7106.0,76.8894,0.9254,2.1108,0.5672,0.3261
8246.0,90.3436,1.1991,2.1671,0.5429,0.2886
7940.0,98.764,1.1507,2.2183,0.3808,0.2545
6904.0,32.0037,1.1854,2.0605,0.4916,0.172
7378.5,88.1305,0.9833,2.1725,0.8033,0.285
7407.5,99.646,1.1309,2.2479,0.5365,0.2347
6866.5,82.9515,1.7198,2.2313,0.421,0.2458
9350.5,41.5494,183.46,1.9398,0.4413,0.276
11427.0,137.751,2.569,2.389,0.25,0.1407
6272.0,99.798,1.1641,2.0249,0.655,0.3834
6324.0,100.907,1.6799,2.1262,0.4745,0.3159
8956.5,84.327,0.8456,2.2792,0.3757,0.2139
7372.5,86.078,0.9418,2.1813,0.6028,0.2791
7425.5,93.6501,1.1617,2.2032,0.7878,0.2645
9216.0,85.7157,1.3053,2.3194,0.6389,0.1871
6893.0,25.2955,1.1819,2.0573,0.3616,0.1747
6617.5,83.1007,1.2247,2.1152,0.4987,0.3232
11559.5,152.12,1.57,2.469,0.344,0.0873
8739.0,39.6934,135.319,2.0579,0.2399,0.1742
9348.5,45.5924,269.716,1.937,0.4577,0.2784
8328.0,86.7719,0.9318,2.2101,0.4334,0.2599
6747.0,74.4963,1.4865,2.1641,0.4533,0.0827
6909.0,74.076,0.944,2.073,0.382,0.1612
9480.5,96.8115,1.1048,2.341,0.4472,0.1727
7604.5,80.3238,0.8355,2.1636,0.7224,0.2909
9002.0,84.4765,0.787,2.2776,0.4963,0.2149
5877.5,108.461,1.9501,2.0756,0.4373,0.3496
8885.0,123.207,1.746,2.22,0.434,0.2533
8999.0,98.7842,0.7668,2.2623,0.4542,0.2251
9675.5,45.5827,3.2042,2.1257,0.2249,0.1158
7701.0,39.0321,0.9332,2.2382,0.5983,0.0188
9271.0,72.9001,2.1268,2.1639,0.7879,0.0828
7250.0,89.6941,0.9466,2.1289,0.4508,0.3141
5852.5,96.7634,1.9001,2.1099,0.4905,0.3267
8360.5,93.1331,0.8615,2.2356,0.4635,0.2429
6106.0,115.059,1.3906,2.0216,0.4041,0.3856
5900.5,78.6536,1.3126,2.0722,0.4151,0.3519
8079.5,81.435,1.2035,2.1449,0.4471,0.3034
7124.5,78.7504,0.978,2.1186,0.6668,0.3209
9703.0,110.031,1.1433,2.3496,0.4885,0.1669
6278.0,109.599,1.3031,2.0315,0.4855,0.379
5957.5,54.2988,1.4054,2.1155,0.3169,0.1246
7146.5,81.3638,0.917,2.1257,0.6056,0.3162
6913.5,28.3013,1.1811,1.7295,0.5927,0.4573
7240.5,84.7499,0.9599,2.146,0.8781,0.3027
7811.0,50.1418,1.1345,2.0626,0.4976,0.1702
9169.0,128.973,1.507,2.333,0.408,0.178
9347.0,54.2744,20.5772,1.9703,0.4541,0.2497
9543.0,97.4476,0.87,2.3473,0.5049,0.1685
6771.5,82.8223,1.3901,2.1986,0.4443,0.2676
9256.0,78.8515,1.551,2.2903,0.4612,0.2065
5907.0,81.3672,1.2129,2.0275,0.5181,0.3817
9600.0,93.7037,0.8029,2.3367,0.3849,0.1755
6213.5,113.786,1.4253,2.1023,0.4347,0.3318
6235.0,118.924,1.2729,2.1237,0.472,0.3175
11418.0,136.387,2.279,2.363,0.31,0.158
7608.0,89.3123,0.824,2.1588,0.6508,0.2941
9570.5,99.323,1.2103,2.2965,0.4573,0.2023
7722.5,39.0321,0.9332,2.2382,0.5983,0.0188
7646.0,87.3345,0.8419,2.1733,0.6161,0.2845
7301.5,83.6094,0.9533,2.1801,0.5706,0.2799
7295.0,87.6217,0.9766,2.144,0.6813,0.304
7744.5,82.4131,0.9453,2.1806,0.5789,0.2796
8307.5,90.8481,0.8787,2.2546,0.5213,0.2303
6860.5,48.8738,1.2147,2.0629,0.5122,0.1699
9630.0,71.0743,2.6906,2.2542,0.2743,0.005
6457.0,105.789,1.5186,2.081,0.5445,0.346
11608.0,137.71,1.644,2.455,0.332,0.0967
7942.5,98.8527,1.194,2.2441,0.4712,0.2373
7531.0,84.2559,0.7927,2.1936,0.7859,0.2709
7038.0,61.0183,1.0387,2.1172,0.481,0.1231
8437.5,63.9159,1.8101,2.2137,0.4616,0.0399
8677.5,78.7808,0.8197,2.2343,0.7277,0.2438
7310.0,87.3734,1.0877,2.2112,0.6063,0.2592
9211.0,89.9899,1.3563,2.3862,0.5238,0.1425
7321.0,88.955,1.2062,2.1956,0.5305,0.2696
9367.0,121.234,1.628,2.336,0.477,0.176
6462.0,109.099,0.9808,2.083,0.5299,0.3447
6335.0,114.135,0.4641,2.0593,0.458,0.3605
9650.0,100.026,1.1628,2.3658,0.4313,0.1561
6427.0,109.111,1.327,2.0336,0.4582,0.3776
7397.5,74.1377,0.9454,2.179,0.426,0.0698
8115.0,97.7247,1.262,2.15,0.4058,0.3
8392.0,51.5437,17.7544,2.2011,0.4492,0.0508
6185.5,121.047,1.3631,2.0154,0.5151,0.3897
8580.0,95.6275,0.7369,2.2288,0.6007,0.2475
6892.5,27.4997,1.1971,2.074,0.3804,0.1603
7414.5,93.1836,0.908,2.181,0.5928,0.2793
6540.5,56.3589,1.0133,2.1114,0.6859,0.1281
5826.5,121.419,1.3351,1.6236,0.4651,0.6509
7561.5,98.0583,1.1465,2.2187,0.4682,0.2542
5974.0,52.1836,1.3802,2.1282,0.3309,0.1136
6178.5,99.8278,1.3427,2.0389,0.4497,0.3741
6362.5,111.747,1.3045,2.0835,0.6255,0.3443
6719.5,77.884,0.8185,2.168,0.8636,0.288
7889.5,88.3015,0.8756,2.2131,0.5495,0.2579
7775.0,87.3197,1.0336,2.2365,0.6217,0.2423
7680.5,85.5661,0.9859,2.1769,0.7135,0.2821
9321.0,113.473,1.135,2.278,0.467,0.2147
7570.5,86.95,1.1294,2.2144,0.4355,0.2571
7775.5,91.918,1.0625,2.2371,0.5249,0.2419
6398.5,107.522,1.5256,2.0249,0.5179,0.3834
6875.5,89.7021,1.5705,2.2415,0.5029,0.239
8725.0,45.4763,1950.0,2.0329,0.2617,0.1958
7718.5,39.0321,0.9332,2.2382,0.5983,0.0188
8244.5,91.4155,1.1855,2.1771,0.5659,0.2819
7630.0,82.1738,0.9082,2.1952,0.4679,0.2699
8793.5,86.3302,1.1243,2.2734,0.4623,0.2177
8139.0,51.9003,1.7939,2.2549,0.2564,0.0044
7814.0,61.5198,1.15,2.0812,0.5636,0.1541
11414.5,148.309,2.257,2.43,0.307,0.1133
9058.0,100.511,0.85,2.3037,0.5113,0.1975
11287.5,153.512,2.351,2.465,0.31,0.09
6949.5,31.7737,1.7379,1.8979,0.7324,0.3122
7453.5,74.8847,0.9286,2.165,0.5629,0.0819
8596.5,83.5033,0.8148,2.1793,0.7731,0.2805
8201.5,66.9659,1.2602,2.2,0.4505,0.0517
7275.0,78.655,0.9359,2.1399,0.5581,0.3067
8345.0,84.152,0.9724,2.2407,0.4981,0.2395
6630.0,87.6539,1.1928,2.1114,0.597,0.3257
